type,value
domain,vpn.wayport.net
domain,dal-gateway.wayport.net
domain,gateway.citadelcompletions.com
domain,trueipsolutions.com
domain,gp.elisity.io
domain,cityexpress.com
domain,wacoisd.org
domain,vpn.imikansas.com
domain,e-911.us
domain,home.alwaysbelearning.net
domain,delmar.edu
domain,nextgensecurevpn.com
domain,containerstore.com
domain,esc7prime.net
domain,vpn.aus.motional.com
domain,vpn.italmatch.com
domain,demo.vectranetworks.com
domain,nextgensecurevpn.com
domain,Intelligentriser.com
domain,gp-wat.theaiinstitute.com
domain,remote.woodchasepark.com
domain,visiquate.com
domain,monetate.com
domain,nextgensecurevpn.com
domain,tlc.ule.global
domain,shiloh2.inogen.net
domain,nextgensecurevpn.com
domain,vpn.batescarey.com
domain,phavpn.poha.com
domain,e-911.us
domain,nextgensecurevpn.com
domain,vpn.btac.gobrightspeed.net
domain,spimlabs.com
domain,fmt2.spimlabs.com
domain,neisd.net
domain,vulnerablewebsite.com
domain,vulnerablewebsite.com
domain,upstyle-workflow.png
domain,upstyle-workflow.png
domain,matrix.bestflowers247.online
domain,16.42.56.png
domain,forum.exploit.in
domain,matrix.bestflowers247.online
domain,bcn.pidcgroup.com
domain,VSCAGE.bcn.pidcgroup.com
domain,BCN.PIDCGROUP.COM
domain,docs.google.com
domain,docs.google.com
domain,matrix.bestflowers247.online
filename,1.7z
domain,ad.txt
domain,matrix.bestflowers247.online
domain,ad.becom.at
domain,WHBACK2.ad.becom.at
domain,ad.becom.at
domain,c.vilorio
hash,b1193463f4ee7e72f91620fc8382e9ed
ip,72.48.132.149
ip,72.48.132.149
ip,121.0.0.0
ip,121.0.0.0
ip,72.48.132.149
ip,72.48.132.149
ip,121.0.0.0
ip,121.0.0.0
domain,image.png
domain,image.png
domain,pa-exploit2.webp
domain,pa-exploit2.webp
ip,2.57.149.22
ip,2.57.149.25
ip,2.57.149.25
domain,jo.rovira
domain,jo.rovira
hash,3f8d8b47ddbfbcea2f182ca8dd0c89d5
domain,image.png
hash,d63b2f049098c6d86a7dead0ae6af1c6
domain,p.garcia
hash,aea15c28477dffca3ac930b951e26c07
domain,vdsina.com
domain,vdsina.ru
domain,vdsina.com
ip,64.16.13.130
domain,matrix.bestflowers247.online
filename,stager_1_MIMI_x64.dll
filename,rundll32.exe
filename,dll.dll
domain,stager.zip
filename,stager.zip
domain,18.37.21.png
ip,64.57.207.254
ip,12.151.34.42
ip,199.180.92.250
ip,13.81.213.55
ip,104.50.204.20
ip,70.89.11.81
ip,206.40.119.17
ip,147.105.253.150
ip,47.44.117.221
ip,80.154.116.20
ip,100.43.229.218
ip,20.26.152.240
ip,52.174.120.196
ip,205.189.99.4
ip,64.16.13.132
domain,login.aspx
domain,davidson-co.com
domain,davidson-co.com
domain,18.47.40.png
domain,18.52.20.png
domain,iscid-co.fr
domain,logiciels.iscid-co.fr
domain,login.aspx
domain,zak.el.moutaoukil
domain,ensemble-montplaisir.org
domain,bureau.lycee-montplaisir.org
domain,login.aspx
domain,buymonkeys.shop
domain,matrix.bestflowers247.online
domain,buymonkeys.shop
ip,83.242.96.64
domain,docs.google.com
ip,83.242.96.63
ip,83.242.96.63
domain,matrix.bestflowers247.online
ip,83.242.96.63
domain,matrix.bestflowers247.online
filename,255f166e-5cd0-4dd0-a3f6-2c2f25e0ff16_encrypt_release_allsystem_x64.zip
filename,006901be-5ff7-46dd-aeac-461e84ac2596_encrypt_release_allsystem_x64.zip
filename,255f166e-5cd0-4dd0-a3f6-2c2f25e0ff16_encrypt_release_allsystem_x64.zip
filename,006901be-5ff7-46dd-aeac-461e84ac2596_encrypt_release_allsystem_x64.zip
filename,c4f2b3ea-0ecc-4e12-908c-0934b3a0b465_encrypt_release_allsystem_x64.zip
filename,fff1e8d5-e1fb-4a01-99cf-eb3bb30fb61a_encrypt_release_allsystem_x64.zip
filename,38f91cec-669a-4d67-a2b5-f45d7126f350_encrypt_release_allsystem_x64.zip
filename,b934f2ea-0ded-4694-ada5-29fbc6a04d1d_encrypt_release_allsystem_x64.zip
filename,184370a4-4987-4f0a-87ec-9e1c84720923_encrypt_release_allsystem_x64.zip
filename,9a5ad201-175b-45c4-8e75-976316b113c8_encrypt_release_allsystem_x64.zip
domain,8file.lockers.zip
filename,8file.lockers.zip
domain,image.png
domain,ultrafab.com
domain,2022.pdf
domain,2020.pdf
domain,2023.pdf
domain,NATIONAL.pdf
domain,Sheet.pdf
domain,matrix.bestflowers247.online
filename,2.7z
domain,matrix.org
domain,file.io
domain,temp.sh
domain,ultrafab.com
domain,file.io
domain,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
credentials,DgAuJ7qECyMdP3znZk6RcXWhFm8wpHasjV5vrG2f
filename,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
domain,file.io
domain,temp.sh
domain,image.png
domain,matrix.org
domain,image.png
domain,fleming.it
domain,SRVANTIVIRUS.fleming.it
domain,fleming.it
domain,docs.google.com
domain,matrix.collectionofmanager.space
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,8file.lockers.zip
domain,file.io
filename,8file.lockers.zip
domain,www.synlab.com
domain,adfabrizio.farina
hash,162c35ff745ab8731561fec993a3cc47
wallet,162c35ff745ab8731561fec993a3cc47
domain,FLEMING.IT
hash,ff0426a5edc0b3edb2bcd7a37907e813
domain,FLEMING.IT
domain,ADM-mattia.cazzaniga
domain,ADM-mattia.cazzaniga
domain,FLEMING.IT
domain,ADM-matteo.calloni
domain,ADM-matteo.calloni
hash,4ca14af9be32b8de82311f533872ca17
hash,2643df603062b571968f0c3231473cfb
domain,adm-marco.angeli
hash,1c3ebdbc7ca4b8efb96676c52302b339
domain,Lorenzo.Dalmonego
domain,admaurizio.barbagin
domain,addario.rubertelli
domain,adm-giuseppe.turato
hash,b540802615d1454a991e51556dc5796d
hash,c319950571fe83c5c096f7c26f1d68a9
hash,04fe9fb15e8af73cdcc2dbc7c669c452
hash,dad71223b538313600f6c3f548fdd1ab
hash,7a86ba4ffd4dd7801d2af40f47b808c7
hash,881b85da96a2ce581138e64a1d1db4ce
hash,b540802615d1454a991e51556dc5796d
ip,185.219.221.136
domain,00.41.44.png
domain,00.35.19.png
domain,00.35.08.png
domain,00.34.20.png
domain,00.34.14.png
domain,00.34.08.png
domain,00.34.01.png
ip,185.219.221.136
ip,185.219.221.136
domain,00.49.55.png
domain,00.56.35.png
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,uk.cruk.net
domain,NAVTESTSQLQA99.uk.cruk.net
domain,UK.CRUK.NET
ip,185.219.221.136
domain,matrix.bestflowers247.online
domain,uk.cruk.net
domain,NAVTESTSQLQA99.uk.cruk.net
domain,UK.CRUK.NET
ip,64.176.219.106
ip,64.176.219.106
domain,www.nakivo.com
domain,www.nakivo.com
domain,kb.vmware.com
domain,kb.vmware.com
domain,image.png
domain,image.png
domain,image.png
domain,11.38.16.png
domain,image.png
domain,11.38.47.png
domain,11.39.18.png
domain,matrix.bestflowers247.online
domain,image.png
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,image.png
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,image.png
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,12.05.42.png
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,file.io
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,13.43.45.png
domain,matrix.bestflowers247.online
domain,lolo.zip
filename,lolo.zip
domain,matrix.bestflowers247.online
ip,5.97.70.2
domain,roberta.zucconi
domain,robi63ggb.com
ip,93.92.24.17
ip,93.92.24.17
domain,carpetright.nl
domain,ties-jan.kluter
domain,carpetright.nl
domain,carpetright.nl
domain,Ties-Jan.Kluter
domain,carpetright.nl
ip,93.92.24.17
ip,93.92.24.17
domain,carpetright.nl
domain,ties-jan.kluter
domain,carpetright.nl
domain,carpetright.nl
domain,Ties-Jan.Kluter
domain,carpetright.nl
domain,oceaneering.com
ip,195.243.249.121
domain,hymer-alu.de
domain,lionel.salek
domain,hymer-alu.de
ip,31.27.104.98
domain,star-7.com
domain,flavia.alibali
domain,star-7.com
ip,185.148.8.60
domain,teaspa.it
domain,massimiliano.berardi
ip,216.21.167.199
domain,boulevard.com
ip,66.244.253.234
domain,otrwheel.com
domain,brian.walter
ip,47.180.121.242
domain,sa-techinc.com
domain,matrix.bestflowers247.online
ip,185.159.6.205
domain,numotion.com
domain,ryan.hagy
ip,47.180.121.242
domain,matrix.bestflowers247.online
domain,sa-techinc.com
filename,RD_DOMAINS_NEED_0104.zip
domain,adm.homl
domain,adm.homl
domain,adm.hotk
domain,adm.hotk
domain,adm.callum.beard
domain,adm.callum.beard
hash,6a4037051bc45d63060b9003e2eb3d4a
hash,245a4109facd4d0d0acc128327af8f8f
hash,4388d36f64588bee3ecf8fb482e6fd8c
hash,abfd0d23f5b4445dfdacea2b831a13a4
domain,matrix.bestflowers247.online
filename,1.7z
domain,matrix.bestflowers247.online
domain,gai.lan
domain,GAI-SQL.gai.lan
domain,gai.lan
domain,gai.lan
domain,gai2003.gai.lan
domain,gai.lan
filename,c4f2b3ea-0ecc-4e12-908c-0934b3a0b465_encrypt_release_allsystem_x64.zip
filename,fff1e8d5-e1fb-4a01-99cf-eb3bb30fb61a_encrypt_release_allsystem_x64.zip
filename,38f91cec-669a-4d67-a2b5-f45d7126f350_encrypt_release_allsystem_x64.zip
filename,b934f2ea-0ded-4694-ada5-29fbc6a04d1d_encrypt_release_allsystem_x64.zip
filename,184370a4-4987-4f0a-87ec-9e1c84720923_encrypt_release_allsystem_x64.zip
filename,006901be-5ff7-46dd-aeac-461e84ac2596_encrypt_release_allsystem_x64.zip
filename,255f166e-5cd0-4dd0-a3f6-2c2f25e0ff16_encrypt_release_allsystem_x64.zip
filename,9a5ad201-175b-45c4-8e75-976316b113c8_encrypt_release_allsystem_x64.zip
domain,www.shodan.io
domain,http.favicon.hash
domain,www.volexity.com
domain,prnt.sc
domain,prnt.sc
domain,www.shodan.io
domain,http.favicon.hash
domain,www.volexity.com
domain,prnt.sc
domain,prnt.sc
domain,image.png
domain,Chaise.com
domain,ultrafab.com
domain,temp.sh
domain,ultrafab.com
domain,temp.sh
domain,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
domain,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
credentials,DgAuJ7qECyMdP3znZk6RcXWhFm8wpHasjV5vrG2f
filename,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
filename,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
domain,ultrafab.com
domain,temp.sh
domain,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
domain,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
credentials,DgAuJ7qECyMdP3znZk6RcXWhFm8wpHasjV5vrG2f
filename,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
filename,UeHcYqw9V6KF2rXLdznZExJbmAD7usy8aBT4Gt5j.zip
domain,16.46.27.png
domain,docs.google.com
domain,docs.google.com
domain,matrix.bestflowers247.online
domain,image.png
domain,image.png
domain,matrix.bestflowers247.online
domain,1.txt
domain,matrix.collectionofmanager.space
domain,contechs.co.uk
domain,cob25.zip
filename,cob25.zip
domain,cob25.zip
filename,cob25.zip
domain,matrix.bestflowers247.online
domain,forum.exploit.in
domain,docs.google.com
domain,image.png
domain,image.png
domain,matrix.bestflowers247.online
domain,lolo.zip
domain,file.io
filename,lolo.zip
domain,matrix.bestflowers247.online
domain,cob25.zip
filename,cob25.zip
filename,rundll32.exe
filename,dll.dll
domain,cobs.zip
filename,cobs.zip
domain,matrix.bestflowers247.online
filename,rundll32.exe
filename,dll.dll
domain,matrix.bestflowers247.online
filename,3.7z
domain,dll.zip
filename,25payload_x64.dll.zip
domain,dll.zip
filename,25payload_x86.dll.zip
domain,dll.zip
filename,25_smb_payload_x64.dll.zip
domain,dll.zip
filename,25_smb_payload_x86.dll.zip
filename,rundll32.exe
filename,dll.dll
domain,matrix.bestflowers247.online
domain,cobs.zip
filename,cobs.zip
domain,exe.zip
filename,exe.zip
domain,ryan.west
domain,carpetandflooring.co.uk
domain,CF-DEPLOY.carpetandflooring.co.uk
domain,carpetandflooring.co.uk
domain,21.04.15.png
domain,matrix.bestflowers247.online
domain,www.mackaymeters.com
domain,carpetandflooring.co.uk
domain,CF-SQL01.carpetandflooring.co.uk
domain,carpetandflooring.co.uk
domain,matrix.collectionofmanager.space
ip,66.241.132.175
domain,torcvb.com
domain,login.aspx
domain,docs.google.com
domain,matrix.bestflowers247.online
domain,carpetandflooring.co
domain,peter.russelladm
domain,19-45-54.png
domain,19-55-33.png
domain,14-19.png
domain,23-38-06.png
domain,23-39-19.png
domain,23-40-16.png
domain,talks.icu
domain,image.png
domain,image.png
domain,image.png
domain,image.png
domain,contechs.co.uk
domain,temp.sh
domain,tV9gqjh5cUneKJbsDRCkNB4H6vx8fMAuFP.zip
domain,tV9gqjh5cUneKJbsDRCkNB4H6vx8fMAuFP.zip
credentials,qHaQbLKZS2fJ4XBkjRmzN38dyrWnYGCPFU
filename,tV9gqjh5cUneKJbsDRCkNB4H6vx8fMAuFP.zip
filename,tV9gqjh5cUneKJbsDRCkNB4H6vx8fMAuFP.zip
domain,talks.icu
domain,matrix.bestflowers247.online
domain,www.mackaymeters.com
ip,46.183.102.115
domain,lindt.de
domain,lindt.de
ip,46.183.102.115
domain,lindt.de
domain,lindt.de
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,12.16.21.png
domain,image.png
domain,image.png
domain,matrix.bestflowers247.online
domain,robar.com
domain,schlesingerlaw.com
domain,numotion.com
domain,pdq-airspares.co.uk
domain,rentacrate.com
domain,jaytexgroup.com
domain,duvel.com
domain,boulevard.com
domain,keystonetech.com
domain,scanner.to
filename,25_smb_x86_2.exe
filename,25_smb_x86_2.exe
domain,t.me
domain,13.52.25.png
domain,matrix.bestflowers247.online
domain,robar.com
domain,schlesingerlaw.com
domain,numotion.com
domain,pdq-airspares.co.uk
domain,rentacrate.com
domain,jaytexgroup.com
domain,duvel.com
domain,boulevard.com
domain,keystonetech.com
domain,blog.talosintelligence.com
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,335.txt
domain,arch-con.com
domain,sermo.com
domain,processsolutions.com
domain,pstrans.com
domain,arch-con.com
domain,sermo.com
domain,processsolutions.com
domain,attackerkb.com
domain,attackerkb.com
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,SMTP1704.txt
domain,IMAP1704.txt
domain,build.006.tar
filename,build.006.tar.7z
domain,matrix.bestflowers247.online
domain,dfir-delight.de
domain,IMAP1704.txt
domain,dfir-delight.de
domain,SMTP1704.txt
domain,peter.mayer
domain,brainforce-ag.com
domain,peter.mayer
domain,dentons.com
domain,ahmed.mostafa
domain,amapetco.net
domain,ahmed.mostafa
domain,kone.com
domain,robert.todd
domain,aquaflowplumbing.ca
domain,robert.todd
domain,ricoh-usa.com
domain,ricardo.duarte
domain,sintelco.co
domain,ricardo.duarte
domain,autozone.com
domain,mark.smith
domain,outray.co.uk
domain,mark.smith
domain,thecoventry.co.uk
domain,jose.ferreira
domain,brasconeng.com
domain,jose.ferreira
domain,intex.com
domain,customer.relations
domain,toyotazamboanga.com.ph
domain,customer.relations
domain,sapowernetworks.com.au
domain,hugues.elmacin
domain,scio.fr
domain,hugues.elmacin
domain,socotec.com
domain,luis.ribeiro
domain,ewen-energy.com
domain,luis.ribeiro
domain,brookfield.com
domain,customer.care
domain,moggroup.net
domain,HD.ExbI
domain,customer.care
domain,fisherpaykel.com
domain,h.gabriel
domain,marc-gabriel.com
domain,h.gabriel
domain,maastrichtuniversity.nl
domain,robert.todd
domain,aquaflowplumbing.ca
domain,robert.todd
domain,ricoh-usa.com
domain,robert.todd
domain,aquaflowplumbing.ca
domain,robert.todd
domain,ricoh-usa.com
domain,teaspa.it
domain,wilsonco.com
domain,GPZ.IT
domain,GPZSCCM-SS01.GPZ.IT
domain,GPZ.IT
hash,15f5fb8c09451925aa4d01e69f4d33f1
domain,ultrafab.com
domain,matrix.collectionofmanager.space
domain,docs.google.com
domain,docs.google.com
filename,3.7z
domain,17.04.16.png
domain,17.04.16.png
domain,17.04.16.png
domain,SOjRB.msi
domain,EFniV.msi
domain,DzCCm.msi
domain,matrix.collectionofmanager.space
domain,DzCCm.msi
domain,EFniV.msi
domain,SOjRB.msi
domain,image.png
domain,17.11.30.png
domain,image.png
domain,matrix.collectionofmanager.space
domain,matrix.collectionofmanager.space
domain,matrix.bestflowers247.online
domain,17.21.13.png
domain,pInfo.hProcess
domain,pInfo.hProcess
domain,pInfo.hProcess
filename,rundll32.exe
filename,rundll32.exe
filename,explroer.exe
domain,matrix.bestflowers247.online
domain,data.txt
domain,data.txt
domain,Data.txt
domain,pInfo.hProcess
domain,pInfo.hProcess
domain,pInfo.hProcess
filename,rundll32.exe
filename,rundll32.exe
domain,ACTIVE-PCB.LOCAL
domain,Active-PCB.local
domain,Marcin.Admin
domain,ACTIVE-PCB.LOCAL
domain,Active-PCB.local
domain,Marcin.Admin
domain,ACTIVE-PCB.LOCAL
domain,Active-PCB.local
hash,2a9dc3a6c3c731b2d725b419462eee23
domain,ACTIVE-PCB.LOCAL
domain,Active-PCB.local
hash,548b08ffcb78d0b6b12f2d8df37c2e87
domain,matrix.bestflowers247.online
domain,ACTIVE-PCB.LOCAL
domain,Active-PCB.local
domain,John.Admin
hash,65b5dcbbfad31f135ec3073fa5e85510
hash,8bba78fc87d891a6819da6832eb91969
domain,data.txt
domain,data.txt
domain,Data.txt
domain,data.txt
domain,Data.txt
domain,data.txt
domain,data.txt
domain,data.txt
domain,18.21.25.png
domain,18.21.18.png
domain,www.carpetright.co.uk
domain,matrix.bestflowers247.online
hash,548b08ffcb78d0b6b12f2d8df37c2e87
hash,548b08ffcb78d0b6b12f2d8df37c2e87
domain,18.48.29.png
domain,matrix.org
domain,matrix.bestflowers247.online
domain,www.carpetright.co.uk
domain,stripe.com
hash,c55e9c3bb29614984f9c33df4db25de6
hash,a5d7ced4b35cf5e287a8e2706683f7bd
hash,11a327e662d144dca6f976c8fc43c179
wallet,11a327e662d144dca6f976c8fc43c179
hash,a5d7ced4b35cf5e287a8e2706683f7bd
domain,www.bray.com
domain,carpetright.co.uk
domain,adm.homl
domain,carpetright.co.uk
domain,carpetright.co.uk
hash,c56e61540fe71ed9d1ee934b803307db
hash,319ea3438f373fda89b337eeb00662bd
hash,af1fff509cd0f647dfecfd7520c0fc26
hash,c56e61540fe71ed9d1ee934b803307db
hash,319ea3438f373fda89b337eeb00662bd
hash,af1fff509cd0f647dfecfd7520c0fc26
hash,af1fff509cd0f647dfecfd7520c0fc26
hash,11a327e662d144dca6f976c8fc43c179
wallet,11a327e662d144dca6f976c8fc43c179
domain,uk.cruk.net
hash,aad3b435b51404eeaad3b435b51404ee
hash,c55e9c3bb29614984f9c33df4db25de6
domain,image.png
domain,image.png
domain,stripe.com
domain,21.37.27.png
domain,patersoncooke.com
domain,atlascontainer.com
domain,siemensmfg.com
domain,patersoncooke.com
domain,atlascontainer.com
domain,colorado.su
domain,matrix.org
ip,185.219.221.136
ip,185.219.221.136
domain,image.png
ip,185.219.221.136
domain,00.37.13.png
domain,shares.txt
domain,image.png
domain,01.16.04.png
domain,01.17.56.png
ip,45.76.137.242
domain,oceaneering.com
domain,01.33.16.png
ip,185.219.221.136
ip,51.89.53.6
credentials,CfA97NyG@5anRFt&&
ip,185.219.221.136
domain,image.png
domain,list.txt
domain,image.png
domain,matrix.bestflowers247.online
domain,02.33.13.png
domain,sticker.webm
domain,image.png
ip,51.89.53.6
domain,matrix.bestflowers247.online
credentials,CfA97NyG@5anRFt&&
domain,800perkins.com
domain,image.png
ip,185.219.221.136
ip,185.219.221.136
domain,03.08.29.png
domain,03.09.32.png
domain,03.10.28.png
hash,447243c9d18105de0ba4c37b4ac45b8e
hash,23f3ddfdeb418cdb14ca53202b1978fc
hash,12cca76b150fae5bbd13a0b132709814
domain,SYNLAB.linux
domain,datamedica.loc
domain,datamedica.loc
ip,185.219.221.136
ip,3.0.0.90
domain,sara.astorino
domain,marica.sbicca
domain,chiara.breda
domain,ivana.caruso
domain,francesca.secco
domain,laura.buggio
domain,ivana.mancini
domain,sabrina.arlami
domain,carlo.volpato
domain,barbara.russo
domain,michela.borella
domain,b.faverato
domain,ambra.gabbiadini
domain,alice.soriani
domain,vanessa.andreose
domain,laura.menegaldo
domain,e.masiero
domain,valeria.toffano
domain,laura.braghetto
domain,eva.lapesa
domain,alessia.schiavon
domain,marco.cosentino
domain,giorgia.barbato
domain,silvia.bragato
domain,c.lorenzini
domain,sara.peruzzo
domain,luca.galasso
domain,alice.rampazzo
domain,selene.basso
domain,barbara.pedron
domain,rosaria.pedone
domain,valentina.lovo
domain,lissy.fardin
domain,sonia.compagnin
domain,alice.rampazzo
domain,arc.msn.com
domain,arianna.muraro
domain,image.png
ip,185.219.221.136
ip,185.219.221.136
ip,185.219.221.136
domain,05.49.19.png
domain,05.50.06.png
domain,05.53.10.png
domain,05.57.14.png
domain,05.59.43.png
domain,06.06.45.png
domain,06.07.14.png
domain,image.png
domain,image.png
domain,06.18.43.png
domain,06.18.22.png
domain,BSSRVFS01.fleming.it
domain,MZSRVFS01.fleming.it
domain,matrix.bestflowers247.online
hash,447243c9d18105de0ba4c37b4ac45b8e
hash,23f3ddfdeb418cdb14ca53202b1978fc
hash,12cca76b150fae5bbd13a0b132709814
hash,23f3ddfdeb418cdb14ca53202b1978fc
hash,447243c9d18105de0ba4c37b4ac45b8e
ip,185.219.221.136
ip,185.219.221.136
domain,07.10.11.png
domain,07.09.02.png
domain,07.08.09.png
domain,07.10.52.png
domain,temp.sh
domain,dECNAbGwUWcnTrxDaQpLH5gZXPYJ4vBfy.zip
domain,dECNAbGwUWcnTrxDaQpLH5gZXPYJ4vBfy.zip
credentials,cmKPjCdGhqZnA5WtbuB3gkLSzDxMHfUNr
filename,dECNAbGwUWcnTrxDaQpLH5gZXPYJ4vBfy.zip
filename,dECNAbGwUWcnTrxDaQpLH5gZXPYJ4vBfy.zip
domain,matrix.bestflowers247.online
domain,Archive.zip
filename,Archive.zip
domain,matrix.bestflowers247.online
domain,talks.icu
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
ip,173.225.227.162
domain,omicranes.com
domain,omicranes.com
ip,5.148.155.39
domain,whitecube.com
ip,75.146.34.89
domain,gsinvestments.local
ip,198.17.79.21
domain,hodges.edu
ip,173.86.246.41
domain,district87.org
ip,92.50.93.226
domain,gws-mk.de
ip,142.154.204.141
domain,hillrivkins.com
domain,hillrivkins.com
ip,194.83.163.117
domain,buckingham.ac.uk
domain,login.aspx
domain,buckingham.ac.uk
domain,14.02.31.png
domain,talks.icu
domain,matrix.bestflowers247.online
domain,talks.icu
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,build.007.tar.zip
filename,build.007.tar.zip
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,t.me
domain,image.png
domain,image.png
domain,talks.icu
domain,matrix.bestflowers247.online
ip,2.57.149.231
ip,2.57.149.231
domain,www.okta.com
domain,matrix.bestflowers247.online
ip,2.57.149.231
domain,file.io
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,SMTPunique1804.txt
domain,IMAPunique1804.txt
domain,hakaisecurity.io
domain,file.io
domain,matrix.bestflowers247.online
domain,Archive.zip
filename,Archive.zip
filename,21_DNS_payload_x86.bin
filename,21_DNS_payload_x64.bin
ip,51.83.131.88
domain,matrix.bestflowers247.online
filename,21_DNS_payload_x86.bin
domain,bin.zip
filename,21_DNS_payload_x86.bin.zip
filename,rundll32.exe
filename,dll.dll
filename,rundll32.exe
filename,dll.dll
filename,rundll32.exe
filename,dll.dll
domain,bin.dll.zip
filename,21_DNS_payload_x86.bin.dll.zip
domain,matrix.bestflowers247.online
filename,21_DNS_payload_x64.bin
filename,rundll32.exe
filename,dll.dll
domain,bin.zip
filename,21_DNS_payload_x64.bin.zip
filename,7zG.exe
filename,rundll32.exe
filename,dll.dll
domain,bin.dll.zip
filename,21_DNS_payload_x64.bin.dll.zip
filename,7zG.exe
ip,194.61.36.13
ip,195.230.189.82
ip,194.61.36.13
ip,195.230.189.82
domain,8file.lockers.zip
filename,8file.lockers.zip
domain,whitecube.com
domain,vpn2.whitecube.com
domain,image.png
domain,talks.icu
ip,205.130.216.8
ip,91.190.228.26
domain,lammers.de
ip,47.19.246.211
domain,login.aspx
domain,rbest.com
ip,216.218.210.53
domain,login.aspx
domain,airsystems1.com
ip,216.8.189.118
ip,216.8.189.101
ip,216.8.189.101
ip,216.8.189.101
ip,216.8.189.118
ip,216.8.189.101
ip,216.8.189.101
domain,login.aspx
domain,all-risks.com
domain,login.aspx
domain,all-risks.com
domain,login.aspx
domain,all-risks.com
domain,login.aspx
domain,all-risks.com
domain,login.aspx
domain,all-risks.com
domain,login.aspx
domain,all-risks.com
domain,login.aspx
domain,all-risks.com
ip,50.237.79.154
ip,12.23.124.107
ip,12.23.124.107
domain,ALSO.local
domain,garrett-tech.local
ip,74.83.153.170
ip,107.208.174.57
ip,50.214.238.73
ip,100.37.146.234
domain,hgcconstruction.com
domain,iislaw.com
domain,ntserver.iislaw.com
domain,itwfoilmark.ad
ip,12.252.168.38
ip,12.252.168.38
ip,216.158.145.10
ip,216.158.145.10
domain,altergroup.com
domain,kassatex.com
domain,kassatex.com
ip,108.29.99.149
domain,lovettrealty.com
ip,76.53.14.163
ip,76.53.14.163
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,51.179.162.254
ip,64.79.133.40
ip,64.79.133.40
ip,64.79.133.40
domain,iker.varela
domain,angie.fernandez
domain,holman.avila
domain,alondra.ramirez
domain,idom.com
domain,iker.varela
domain,idom.com
domain,idom.com
domain,angie.fernandez
domain,idom.com
domain,holman.avila
domain,idom.com
domain,alondra.ramirez
domain,caseparts.com
domain,caseparts.com
domain,caseparts.com
domain,caseparts.com
domain,caseparts.com
domain,caseparts.com
domain,talks.icu
domain,matrix.bestflowers247.online
domain,file.io
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
domain,matrix.bestflowers247.online
filename,1.7z
filename,rundll32.exe
filename,dll.dll
domain,exe.zip
filename,21_DNS_payload_x86.exe.zip
domain,dll.zip
filename,21_DNS_payload_x86.dll.zip
filename,7zG.exe
filename,rundll32.exe
filename,dll.dll
domain,exe.zip
filename,21_DNS_payload_x64.exe.zip
domain,dll.zip
filename,21_DNS_payload_x64.dll.zip
filename,7zG.exe
domain,www.exim.org
domain,doyon.com
domain,doyondrilling.com
ip,216.218.210.53
domain,login.aspx
domain,airsystems1.com
domain,16-06-36.png
ip,192.108.50.44
domain,tijuanaflats.com
domain,TijuanaFlats.local
domain,jim.stitt
domain,image.png
ip,212.57.122.114
domain,botdetails.php
domain,www.bray.com
domain,bii.corp
